ID,명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,판매품목,품목별 가격,장서는 날,개장일,영업시간,쉬는날,매장안내,주차시설,문화센터 바로가기,유모차 대여 여부,애완동물 동반 가능 여부,신용카드 가능 여부,화장실,상세정보
"132222","경일문화가게","03148","","02-735-8489","서울특별시 종로구 인사동4길 17 ","37.5738340983","126.9865478589","경일문화가게는 한국 전통 상품과 대표 상품을 제작하고 판매하는 곳으로 인사동에 위치해 있다. 한국의 멋을 느끼기 위해 인사동을 찾는 시민과 외국인 관광객들에게 기념품을 주로 판매하고 있다. 자개로 만든 명함케이스나 거울대  전통 그림을 넣은 부채 등 한국 전통의 문양과 멋을 느낄 수 있어서 상품이 있어 관광 기념품으로 인기가 많다. 오프라인 매장과 온라인 매장도 갖추고 있어서 매장에서 본 상품을 온라인으로 구매할 수도 있다.","02-733-8233","","한국 전통 상품 등(자세한 내용은 홈페이지 참조)","","","","10:00~18:00","매주 일요일","","불가능","","없음","","없음","있음(남녀 구분)","제조자 이름:
입점브랜드:
"
"132220","서울 약령시장","02570","서울약령시협회","02-969-4793~4","서울특별시 동대문구 약령중앙로 10 ","37.5791427223","127.0370431067","약령시(藥令市)는 원래 조선 효종 때 귀한 한약재의 수집을 위해 주요 약재 생산지에 관찰사를 상주시키고 왕명으로 만든 약재상 집결지이다. 그 당시에는 약재의 채취  수확 시기에 맞추어 춘령시와 추령시로 1년에 두 번 열리는 계절장이었다. 현재는 서울약령시 이외에도 대구  제천 등 전국에 여러 약령시가 있지만 서울약령시가 규모나 역사로 볼 때 가장 큰 시장이다. 현대적인 서울약령시의 역사는 1960년대 중반으로 거슬러 올라간다. 서울 동부 도심권의 교통 요충지인 청량리역과 마장동 시외버스터미널을 중심으로 한약 상인들이 하나둘 모여들면서 구성되었다. 한국전쟁 이후 경기도와 강원도 일대의 농민들이 생산하거나 채취해 온 농산물과 채소 및 임산물들이 옛 성동역(城東驛  현 한솔동의보감)과 청량리역을 통해 몰려들어 그 반입과 판매를 위해 인근 논을 매립한 공터에서 장사를 벌이기 시작하면서부터 자연히 시장이 형성된 것이 서울약령시의 시초이다.

1960년 6월 공설시장 개설 허가를 받은 후  서울 시내에서 모든 농산물을 골고루 갖춘 가장 싸게 파는 시장으로 자리를 잡았으며  특히 한약재의 주산지인 강원도 등과 철도 및 도로로 편리하게 연결되면서 급속히 발전하여 1960년대 후반에는 한약재 등의 특종 물품을 취급하는 전문시장으로 변모하게 되었다. 지금과 같은 규모와 상품 구색을 갖추게 된 것은 1970년대이다. 종로 4가와 종로 5가에 모여 있던 전통적인 토박이 약재상들이 이곳으로 이사 오면서 서울약령시가 약재 집산지 역할을 담당하게 되었다. 1970년대부터는 전국적으로 명성이 알려지면서 시장은 급격히 확대되었고  1980년 8월에는 시장 근대화 사업을 촉진시켜 근대 시장으로서의 면모를 갖추게 되었다. 1983년부터는 인삼과 꿀까지 취급하면서 서울에서 소비되는 인삼과 꿀의 약 4분의 3  전국 한약재의 약 3분의 2가 서울약령시를 통해 유통되고 있다. 이러한 변천 과정을 거쳐 서울약령시는 전국에서 가장 큰 한약재 시장으로 자리를 잡았을 뿐만 아니라 세계적인 약재시장으로 커나가고 있다. 그래서 중국과 대만  홍콩  일본  뉴질랜드 같은 나라들과 활발한 수출입 활동을 벌이고 있다. 서울약령시장이 ‘서울약령시’라는 정식 명칭을 부여받은 것은 1995년 6월이었다. ‘서울약령시(전통한약시장지역)’로 지정된 이후 한약과 관련된 다양하고 새로운 시설과 제도들을 마련하고 운영하고 있다.","02-969-4793","280,688㎡ (84,908평)","한약재 / 약초 등","","","","09:00~18:00","점포별 상이함","","불가능 (인근 공영주차장 이용)","","없음","","없음","",""
"132238","을지로 철제가구거리","04545","","","서울특별시 중구 을지로 ","37.5672683908","126.9974609396","을지로가구거리는 필요한 가구를 저렴하게 살 수 있는 거리이다.
을지로가구거리가 다른 가구거리와 다른 점은 상업용 가구들이 많다는 것이 특징이다. 몇 년 전 크게 유행했던 철제가구의 인기가 떨어지면서 여러 가지 가구를 함께 취급하는 가구 전문점이 들어서고 있고 그 사이로 유명 업체 가구점들도 하나둘씩 들어서고 있다. 철제가구는 목제가구에 비해 값이 싸고 튼튼하므로 사무자동화용 가구로 많이 찾는다. 일반 소비자들이 사무용 가구를 한두 개 살 때는 동네가구점보다 10% 정도 싸게 살 수 있다. 사무용 철제책상은 10만 원 부터 20만 원 선이다. 의자는 2만 원 부터 30만 원대까지 있다. 또한 이곳에는 자체 공장을 가진 가게가 많아서 싼값에 직거래할 수 있다는 이점이 있다. 주로 중소업체들인데  의자  책상 등 단일 품목 위주로 생산한다. 자체 생산이 되지 않는 가구류는 다른 공장에서 납품받아 팔고 있다.
주변 조명거리와도 연결되어 있고 인테리어 관련 다양한 가구도 만나볼 수 있다. 황학동 일대가 중고 가구를 판매한다면 을지로는 신제품 판매장이다. 상업용 가구라고 하지만 가정에서도 사용할 수 있는 가구도 있으며  다양한 제품들을 한눈에 볼 수 있다.","02-120","","가구(철제)","","","","점포마다 상이","점포마다 상이","","있음(을지트윈타워)","","없음","","가능","있음(남녀 구분)","제조자 이름:
입점브랜드:
"
"132248","롯데월드 쇼핑몰","05551","롯데월드 쇼핑몰 운영회","02-411-2000","서울특별시 송파구 올림픽로 300 (신천동) ","37.5141653654","127.1040749597","쇼핑몰이 위치한 단지 내에 세계최대의 실내주제공원인 롯데월드 어드벤처 및 우리 민족의 문화와 민속을 쉽게 접할 수 있는 민속박물관  그리고 연중무휴로 연인과 가족이 함께 스케이트를 즐길 수 있는 아이스링크 및 실내수영장  볼링장  스포츠센터 등이 있다. 또한 백화점과 롯데마트도 같이 있어 문화와 쇼핑 여가생활을 동시에 즐길 수 있는 명소이다.","02-3213-5000","","종합","","","","10:30~20:00","연중무휴","- 몰 : 여성복, 남성복, 스포츠용품, 악세사리, 영캐주얼, 전자제품, 아동용품, 인테리어소품, 가구, 금은보석점 등<br />- 민속관 : 우표, 한과, 공예품, 한복, 인두화, 한약방, 도자기 등 <br />- 영프라자, 국제시장, 대중식당가 등 운영","불가능","","없음","","가능","완비",""
"132318","롯데면세점 본점","04533","롯데면세점 (본점)","02-759-6660~2","서울특별시 중구 을지로 30 (소공동) ","37.5654016461","126.9810458210","서울 중심부에 위치해 있는 롯데면세점 본점은 다양한 브랜드 및 다양한 상품을 보유하고 있는 쇼핑의 중심지이다. 롯데백화점 본점9층  10층  11층에 위치해 있으며 LOUIS VUITTON  CHANEL  HERMES  CARTIER  TIFFANY  PRADA  GUCCI  BOTTEGA VENETA  PRADA 등 최고 명품 브랜드들이 입점해 있다.","1688-3000","3층(롯데백화점 본점 1, 9, 10, 11, 12층)","유명수입상품 / 관광기념품 / 토산품 외","","","1980년 1월 21일","09:30~20:00","연중무휴","","가능","","없음","","가능","있음",""
"132421","종로3가 귀금속 전문상가","03138","종로구 관광과","02-2148-1114","서울특별시 종로구 종로3가 ","37.5705317976","126.9917474779","종로 귀금속 거리는 국내 최대 규모의 귀금속 전문 상가이다. 1960년대부터 예지동을 중심으로 그 범위가 확장되면서 종로 전체를 아우르고 있으며  오랜 전통의 귀금속 상가이다. 종로3가역에서 내려 단성사 옆 골목으로 가다 보면 수많은 귀금속 상점이 줄이어선 골목길을 쉽게 찾을 수 있다. 상가 수가 3 000여 개에 달하며  지금도 전국 주얼리 물동량의 70%를 차지할 만큼 활발한 거래가 이루어지고 있다. 시중가보다 약 20~40% 저렴한 가격으로 귀금속을 구매할 수 있어 실속파에게 인기가 많다. 특히 단성사는 11층 가운데 지상 3층에서 지하 1층까지를 귀금속 센터로 꾸며 약 500개의 귀금속 매장을 입점시켰다. 젊은 사람들이 많이 찾으며 혼수품을 구매하는 예비부부의 발걸음이 잦을 뿐만 아니라 단순 쇼핑을 즐기는 젊은 층의 발길도 잦다. 또한 외국인들의 쇼핑 코스로도 인기를 끌고 있다.","","","귀금속, 시계","","","","매장마다 상이","매장마다 상이","","가능","","없음","","없음","있음","제조자 이름:
입점브랜드:
"
"132460","한국의집 사랑 카페앤아트샵","04626","","","서울특별시 중구 퇴계로36길 10 (필동2가) ","37.5602774831","126.9945141838","한국문화재재단은 상품개발을 통한 전통고예의 전승 보존과 전통문화의 국내외 홍보에 이바지하며  우리 문화의 세계적 상품화에 주도적인 역할을 하고 있다. 한국문화재재단에서 개발하는 전통문화상품은 전통문양을 응용하고 한국적 조형미를 살려 전통공예기법에 따라 제작한 것들로 우리 고유문화의 이미지를 듬뿍 담고 있다. 
한국의 집 카페 앤 아트숍은 전통문화상품을 판매와 동시에 차를 마시고 쉴 수 있는 카페  전통혼례 관련 상담을 하실 수 있는 복합문화공간이다. 문화상품으로는 도자기  나전칠기  화각공예품  한지공예품  섬유공예품  옥공예품  옻칠 및 목공예품  금속공예품 등을 만나볼 수 있다. 한국의 집 사랑 카페 앤 아트숍에서 세계적인 명품으로 손색없는 고품격 한국의 전통문화상품을 만나보자.","02-2270-1190","","도자기 / 나전칠기 / 한지공예품 / 섬유공예품 / 금속공예품등 각종 전통공예품"," ",""," ","10:00~19:00","매주 월요일","","가능"," ","없음","","가능","있음","제조자 이름:
입점브랜드:
"
"132492","고투몰(강남터미널 지하쇼핑몰)","06545","고투몰(강남터미널 지하도상가)","02-535-8182","서울특별시 서초구 신반포로 지하200 (잠원동) ","37.5062728353","127.0050675283","고속터미널역 지하에 위치한 쇼핑몰로  강남터미널 쇼핑몰이라고도 불린다. 패션  뷰티  액세서리 등 다양한 상품의 매장들이 입점해 있어 쇼핑의 즐거움을 더한다. 특히  최신 트렌드를 반영한 브랜드와 가성비 좋은 아이템들이 많아 젊은 층에게 인기가 높다. 또한  편리한 교통 접근성 덕분에 많은 관광객과 지역 주민들이 자주 찾는 명소이다.","02-535-8182","","의류 / 신발 / 가방 / 화장품 등","","","","10:00~22:00","설·추석 당일","","","","가능","","가능","있음",""
"132502","중곡동 가구거리","04930","중곡동가구거리연합회","010-5508-0089","서울특별시 광진구 천호대로 ","37.5571404902","127.0796620717","중곡동 가구거리는 1960년대 형성된 곳으로  어린이 대공원 후문에서 군자로 사이에 리바트  삼익가구 등 대형업체의 대리점부터 중소 가구업체까지 65여 개 정도의 숍이 늘어서 있다. 
다양한 브랜드의 가구를 비교할 수 있는 중곡동 가구거리는 일반적인 가구는 물론 고급 가구  사무용 가구  학생용 가구 등 다양한 디자인과 용도의 가구들이 전시되어 있다. 또한 가구점마다 주차장을 갖추고 있어 편리한 쇼핑을 할 수 있다.","중곡동가구거리연합회 : 010-5508-0089","60~70여개","가구( 침대 / 책상 등)","","","","매장별 상이","매장별 상이","","있음","","없음","","없음","있음","제조자 이름:
입점브랜드:리바트 / 금성침대 / 삼익가구 등
"
"132522","우석공예사","03195","우석공예사","02-2279-0041, 2265-7983","서울특별시 종로구 창경궁로 88 2층 특관","37.5701042119","126.9996801010","은행잎 표 제품들은 엄격한 검사 기준과 품질관리로 출고되며 일본 등 세계 각지로 수출하여 호평받고 있다. 결혼 준비  혼수용품  혹은 외국에 선물이나 기념품 등을 주로 생산하며 우리가 미처 몰랐던 전통공예의 멋을 살려 어디에 내놓아도 손색없는 품위와 다양한 디자인으로 호평받고 있다.","02-2279-0041","매장 30평","목재기 / 교잣상 / 보석함 등","","","","10:00~17:00","매주 일요일","","","","없음","","없음","",""
"132558","밀리오레 명동점","04536","","","서울특별시 중구 퇴계로 115 (충무로1가) 1, 2층","37.5611022086","126.9845400690","한국 대표 관광지 명동에 위치한 쇼핑몰 밀리오레 명동점은 2024년 8월에 리모델링 후 재오픈하였다. 명동역 6번 출구 바로 앞에 위치해 있다. 1층과 2층은 쇼핑몰이고  3층부터 17층은 호텔로 운영 중이다. 한 곳에서 쇼핑과 숙박이 모두 가능한 복합문화공간이다.
밀리오레 쇼핑몰 명동점 1층에는 뷰티&라이프스타일 브랜드인 올리브영과 글로벌 스파 브랜드인 지오다노가 입점해 있다. 2층에는 개인 맞춤형 패션 플랫폼 트렌드 편집샵 브랜드 폴더와 로맨틱 라이프스타일 20~30대 여성 영캐주얼 브랜드 로엠  영패션 피플들을 위한 모던 컨템퍼러리 브랜드 드로우핏  유니크한 펑크스타일의 셀럽들의 워너비 브랜드 인스턴트펑크가 입점해 있다. 또한 인기 아이돌의 최신 앨범  콘서트용 라이트 스틱  희귀 포토카드와 잡지를 구매할 수 있는 K-POP의 모든 것 올댓케이팝도 있다. 이외에도 카페 등도 있어 쇼핑을 하다가 쉬어갈 수 있다.","","","의류 / 패션잡화 / 화장품 / 식품 등","","","","매장 별로 상이","연중무휴","","가능<br>요금(30분당 3,000원)","","없음","","가능","있음","입점브랜드:올리브영 / 지오다노 / 폴더 / 로엠 / 인스턴트펑크 / 신디 / 올댓케이팝 / 드로우핏 / 맷차 카페
"
"132580","해밀톤 쇼핑센터","04350","","02-3786-6351","서울특별시 용산구 이태원로 179 (이태원동)","37.5347276602","126.9937149795","6호선 이태원역 1번 출구 오른편에 위치한 해밀톤 쇼핑센터는 종합쇼핑센터이다.
이태원 중심지에 위치하고 있어 접근성이 좋으며  유명 브랜드들이 입점해 있다. 각종 의류 및 잡화  뷰티 제품 등 다양한 품목을 구매할 수 있다.","02-3786-6351","","의류 / 잡화 / 뷰티","","","","점포별 상이","점포별 상이","B1층 - Disco Club, 스포츠 마사지, 대중 사우나<br />
1층 - 잡화류(가방, 토산품, 제화, 골프용품, 안경, 시계, 화장품, 도자기, 운동화, 제과 등)<br />
2층 - 숙녀의류, 맞춤의류, 내의류 등<br />
3층 - 남성의류, 가죽의류, 캐주얼 의류 아동용품, 화석 및 악세사리, 모피상설 할인매장, 맞춤양복, 음반판매<br />
4층 - 귀금속전문매장, 수입브랜드(종합), Y셔츠맞춤전문, 김치판매점, 상설할인 행사장, 도자기 <br />5층 - 수영장","가능","","없음","","가능","",""
"132613","이태원 쇼핑거리","04390","(사)이태원관광특구연합회","02-797-7319, 2293","서울특별시 용산구 이태원동 ","37.5338610390","126.9906791694","이태원 쇼핑거리는 1.4㎞ 도로구간 양측에 밀집한 2 400여개 업소가 다양한 상품을 저렴한 가격에 공급하는 종합 관광지이다. 이태원 쇼핑거리는 특히 다양성과 독특한 디자인의 제품으로 유명하며 여기에서는 주로 패션 아이템  액세서리  예술 작품 등을 찾을 수 있다. 외국인 관광객이 많이 방문하는 곳이라 외국어 소통이 자유롭고 서울 속의 작은 지구촌이다. 서울을 처음 방문하는 외국인들이 쇼핑  관광  숙박  정보 수집 등을 원스톱으로 서비스를 받을 수 있는 외국인 관광 허브이자 세계의 다국적  다민족적  다정체성의 문화적 정서가 수용되고 교감 되는 퓨전 문화지역이다.","02-797-7319","2,400여개 업소","가죽, 가방, 의류, 신발, 보석, 공예품 등","","","","매장마다 상이","매장마다 상이","","있음","","없음","","가능","공중화장실 2개소",""
"132668","롯데백화점 본점","04533","롯데백화점(본점)","010-6470-4769","서울특별시 중구 남대문로 81 ","37.5647378465","126.9817152234","롯데백화점 본점은 서울 중구 을지로입구역 인근에 위치하였다. 이곳은 매일 새로움과 즐거운 경험을 제공한다. 롯데백화점 본점의 본관  에비뉴엘관에는 더욱 다양해진 프리미엄 여성  남성해외패션 브랜드들이 준비되어 있다. 갤러리에 온 듯한  특별한 미술품들도 매장에서 감상할 수 있다. 또한 내부에 한식  중식  양식 등 다양한 음식점들이 자리하여 쇼핑과 함께 먹거리도 즐길 수 있다. 역 앞에 위치하여서 방문하기 편하다.","1577-0001","약 71074㎡, 14층","식품, 리빙/가전, 해외패션, 아동/유아, 레져/스포츠, 남성패션, 화장품, 패션액세서리, 영패션, 여성패션 등","<a href="https://culture.lotteshopping.com" target="_blank" title="새창: 롯데백화점 본점 문화센터 홈페이지로 이동">https://culture.lotteshopping.com</a>","","","월요일~목요일 10:30~20:00<br>금요일~일요일 10:30~20:30","명절 당일","","가능<br>요금 (시간별 상이하므로 홈페이지 확인)","<a href="https://culture.lotteshopping.com" target="_blank" title="새창: 롯데백화점 본점 문화센터 홈페이지로 이동">https://culture.lotteshopping.com</a>","가능","","가능","있음","입점브랜드:홈페이지 참조
"
"1590323","통인시장","03036","","","서울특별시 종로구 자하문로15길 18 (통인동) ","37.5808190992","126.9699630613","통인시장은 1941년 6월 일제강점기 효자동 인근 일본인들을 위해 설립된 공설시장이 모태이다. 6.25 전쟁 이후 서촌 지역의 급격한 인구 증가로 인한 소비공간의 필요에 따라 공설시장 주변으로 노점과 상점이 형성되면서 점차 시장의 형태를 갖추어 나가게 되었다. 2005년 ‘재래시장 육성을 위한 특별법(현행 전통시장 및 상점가 육성을 위한 특별법)’에 따라 ‘인정시장(認定市場)’으로 등록된 뒤 현대화 시설을 갖추었고  2010년 서울시와 종로구가 주관하는 ‘서울형 문화시장’으로 선정되었다. 2011년에는 시장상인회가 마을기업으로 (주)통인커뮤니티를 법인 등록하여 통합콜센터와 배송센터를 설치하고 온라인 쇼핑몰도 개설하였다. 점포 수는 70여 개로 식당  반찬가게 등 요식 관련 업소가 가장 많고  채소  과일  생선  정육 등 1차 생산품을 판매하는 업소가 그 다음이며  그밖에 내의 등 공산품  옷 수선 업소 등이 있다. 2012년 1월부터 ‘도시락카페 통(通)’을 운영하여 큰 호응을 얻고 있다.","02-722-0911","","종합 재래품목","","","1941년 6월","[통인시장] 07:00~21:00<br>※ 단, 점포 별로 상이함<br>[도시락카페] 11:00~15:00<br>[엽전판매] 평일 15:00까지 / 주말 16:00까지","[통인시장]연중무휴<br>※ 단, 점포 별로 상이함<br>[도시락카페[ 매주 화요일","","가능","","없음","","없음","있음","제조자 이름:
입점브랜드:
"
"1754832","서울풍물시장","02586","","","서울특별시 동대문구 천호대로4길 21 (신설동) ","37.5727654781","127.0255193372","서울풍물시장은 원래 청계천이 복원되기 전 황학동을 중심으로 우리나라를 대표하는 벼룩시장 또는 만물시장이라는 이름으로 운영을 하고 있었다. 전국 각지에서 수집된 오래된 물건이나 상품을 판매하는 점포와 거리로 황학동 벼룩시장이 형성되었다. 
청계천 복원 사업과 함께 황학동과 청계천변 노점 상태로 운영 중이던 황학동 벼룩시장은 (구) 동대문운동장 내 동대문 풍물벼룩시장으로 이전하여 영업을 해왔다. 그러던 중 (구) 동대문운동장 공원화 선행사업으로 관광산업과 연계한 우리나라를 대표하는 풍물시장 개발을 위해 청계천과 인접한 청계 8가 숭인여중 자리에 세계적인 풍물시장을 목표로 새로운 쇼핑의 명소가 될 서울풍물시장(Seoul Folk Flea Market)을 개장하였다.
서울풍물시장은 골동품  근현대사 상품  우리 고유의 옛것에부터 생활잡화  가방  구제의류까지 구매할 수 있는 다양한 상품을 판매하고 있다. 또한 전통생활용품 전시장등 다양한 볼거리  먹거리  즐길거리가 한 공간에 함께 있어 특색 있는 시장이다. 특히 지난 2015년도에는 ‘서울시 미래유산’으로 선정되었다.","상인회 02-2238-2600<br>
관리사무소 02-2232-3367","","종합","","","2008년 04월 26일","- 시장 10:00~19:00<br>- 식당가 10:00~22:00","매주 화요일","- 1층 : 생활잡화 / 구제의류 / 골동품 / 식당가<br>
- 2층 : 생활잡화 / 의류 / 취미생활 / 식당가","가능<br>요금(상품 구입시 무료주차권(1시간 30분) 지급)","","없음","","가능","있음","제조자 이름:
입점브랜드:
"
"1984944","스타필드 코엑스몰","06164","스타필드 코엑스몰","02-6002-5300","서울특별시 강남구 영동대로 513 (삼성동) ","37.5119175967","127.0592179950","트렌드와 문화의 흐름을 이끄는 도시의 매력  스타필드 코엑스몰이 서울의 중심에서 새로운 삶을 이야기한다. 동시대 패션과 미식  문화와 엔터테인먼트까지 도시의 감성이 깃든 다양한 선택지를 제공한다. 뷰티  패션  라이프스타일 등 320여 개 매장을 둘러보는 것만으로도 트렌드를 읽을 수 있고  100여 곳의 레스토랑과 카페에서 눈과 입이 동시에 즐거워지는 경험을 할 수 있다. 스타필드 코엑스몰 중심에 자리 잡은 ‘별마당 도서관’은 독서와 사색은 물론 문학과 예술 분야 명사와 소통하고 공감하는 문화공간이다.","02-6002-5300","","패션의류 / 패션잡화 / 뷰티 / 라이프 스타일 / 홈퍼니싱 / 키즈 등","","","","10:00~22:00","연중무휴","","가능<br>요금 (15분당 1,500원)","","없음","","없음","있음","입점브랜드:자라 / 유니클로 / H&M / 자주 / 까사미아 등
"
"1985821","파르나스몰","06164","파르나스몰","02-559-7089","서울특별시 강남구 테헤란로 521 ","37.5095984514","127.0608845757","호텔전문기업에서 최초로 선보이는 프리미엄 캐주얼 몰인 파르나스몰은 그랜드 인터컨티넨탈 서울 파르나스 지하 1층의 공간에 위치하고 있다. 파르나스몰은 one and only와 프리미엄을 추구하는 트렌디 쇼핑몰이다. 단순히 물건 구매만을 위한 쇼핑몰이 아닌 예술과 문화  그리고 쇼핑이 공존하는 새로운 개념의 쇼핑몰이다. 파르나스몰에서는 특별하고 품격 있는 브랜드들을 만나볼 수 있으며  문화 아틀리에 PAR-T를 포함한 다양한 문화 행사들을 진행하고 있다.","02-559-7089","","패션 / 뷰티 / 식음업장 등","","","2014.10.01","10:30~22:00<br>※ 일부 영업시간이 다른 매장이 있음<br>※ 행사로 인해 영업시간이 변경되는 경우가 있음","연중무휴","","가능<br>요금 (최초 30분 4,500원 / 매 10분 초과 시 1,500원)<br>※ 구매 금액 별로 무료주차 적용이 상이함","","없음","","가능","있음","입점브랜드:이솝 / 룰루레몬 / 올리브영 / 파타고니아 / 시스티나 등
"
"2436503","언더스탠드에비뉴","04769","","","서울특별시 성동구 왕십리로 63 ","37.5436136344","127.0435962960","2016년 4월 18일 개관한 언더스탠드에비뉴는 민·관·기업 간 상생협력 사회공헌 프로젝트로 탄생한 창조적 공익문화공간이다. 개관 이후 현재까지 약 800만 명이 누적 방문했고  연간 130만 명 이상이 꾸준히 찾는 성동구의 대표 핫플레이스로 꼽힌다. 116개의 컨테이너 박스에서는 사회적 가치를 추구하는 청년 창업가와 함께 어르신 일자리 마련 및 취약 계층 고용도 지속하고 있다. 이로써 언더스탠드에비뉴는 따뜻한 성장을 대표하는 일자리 창출 플랫폼으로서의 역할을 수행하고 있다.","02-725-5526","","편집샵 / 소호몰 / 레스토랑 / 카페 / 전시·공연장 / 프리마켓 / 페스티벌","","","2016.04.18","10:00~22:00<br>※ 점포 별로 상이함","설·추석 전날 및 당일<br>※ 점포 별로 상이함","","","","불가","","가능","있음",""
"2477064","서촌나들이","03041","","","서울특별시 종로구 자하문로 13 ","37.5772389972","126.9720046434","서촌나들이는 1970년대부터 경복궁 서촌 제1호 한복전문점으로 지금까지 우리 옷의 아름다움을 전해오고 있다. 
단아하고 세련된 전통한복과 모던하고 화려한 스타일의 스페셜한복 등 다양한 색감과 디자인의 한복을 대여할 수 있다. 한복체험은 불가하고 졸업사진  돌잔치 등 행사를 위한 대여가 가능하다.","02-737-4857","2층 전층","한복","","","1978.05.15","09:30~19:00","연중무휴","","불가능","","불가","","가능","",""
"2493612","홍대앞 희망시장","04041","","","서울특별시 마포구 와우산로21길 19-3 ","37.5521688104","126.9229764878","‘하고 싶은 예술을 하며 모두와 협력하는 문화예술 협동조합’을 줄인 ‘하하협문화예술협동조합’에서 주관 및 운영하고 있는 홍대 앞 희망시장은 우리나라 최초의 수공예문화예술 행사이다. 
젊은 창작가와 기획자 및 작가들이 자신의 작품을 인정받고 보여줄 수 있는 곳으로  지역주민들과 새롭고 독특한 문화를 찾아 즐기는 관람객들이 한데 어우러지는 의미 있는 공간으로 자리 잡았다.","010-3281-4865","","핸드메이드 소품 및 공예 / 디자인 상품 등","","","2002년 5월 12일","13:00~18:00","매주 월요일 / 매년 12월~2월 / 우천시 휴장","","불가능","","불가","","가능","있음","제조자 이름:
입점브랜드:
"
"2497414","아트코리아","03021","김종수","010-7377-5375","서울특별시 종로구 자하문로 231 ","37.5947562474","126.9632160596","아트코리아는 화장품 브랜드 편집 숍이다. 국내/외 브랜드 및 자체 제작 화장품을 판매하고  진열대 제품 시연 및 직원의 설명 서비스를 제공받을 수 있다. 다양한 브랜드가 모여 있어 제품 비교는 물론 피부 타입에 따른 제품 구매에 용이하다. 아트코리아는 외국인을 대상으로 하는 사후면세점으로 운영하고  외국인의 쇼핑 편의성 제고를 위해 영어  중국어  일본어 가능 직원이 상주한다. 단체 방문객이 있을 때나 이벤트 지정 시간대에는 중앙 이벤트 판매장에서 특별 행사 제품을 판매하고  가격 할인  사은품 제공 등 다양한 이벤트도 상시 펼쳐진다.","02-394-5551~2","약 628㎡","화장품","","","2013. 01. 01","9:00~17:00","연중무휴","약 628㎡(190평) 매장","가능","","불가","","가능","가능","입점브랜드:천비밀 이한카리노 / 천비밀 리타임즈 / 이한카리노 / 리타임즈 / 예한 / TSM
"
"2592394","구로시장","08311","","","서울특별시 구로구 구로동로22길 17-4 (구로동) ","37.4896837364","126.8856260957","1962년 경인국도를 따라 구로구에 대규모의 주택들과 구로공단이 형성되면서 시장이 필요해졌고 그에 따라 계획적으로 만들어진 시장이다. 구로시장은 구로구에 있는 재래시장 중 가장 먼저 터를 잡았으며 개장 초기 포목과 한복  의류 가게부터 해서 떡집  참기름 집  먹자골목 등이 형성되었다. 현재에도 구로시장에는 한복집이 많은데 그 이유는 구로공단에서 일했던 여성 노동자들이 명절 귀향길에 한복을 입고 가족 선물로도 한복을 많이 장만해 갔으며  혼수를 이곳에서 구입했기 때문이다. 남대문시장  동대문시장 다음으로 구로시장이란 말이 있을 정도로 이곳의 포목점은 호황을 누렸다. 시장 양 옆으로 포목점과 한복집이 늘어서면서 비단길이라고 불렀다고 한다. 2015년 노후화 시설을 개선하는 현대화 사업을 착수  날씨에도 안전한 아케이드를 설치하고 간판을 정비했다. 
구로시장은 중국인 등 외국인이 많이 사는 동네라 여느 전통시장에서와는 다른 식재료들을 판매하는 곳이 많다. 그 외에도 우리의 전통적인 식품  반찬  농산물  수산물  의류 잡화 등 다양한 물건들을 저렴하게 판매하고 있다. 먹거리도 풍부해서 맷돌손두부  진한 팥죽  떡볶이  보리밥과 함께 나오는 칼국수  40년 전통의 엄마손국수공장 등 맛있는 음식을 가성비 있는 가격으로 맛볼 수 있다.","0507-1445-1452","null","null","null","null","","null","매월 첫째 주 월요일","null","null","null","","","","null",""
"2611323","신영시장(서울)","07922","","","서울특별시 양천구 월정로 161-5 ","37.5330778105","126.8360432845","신영시장은 즐길 거리  볼거리  먹거리가 있는 신월1동 시장이다. 서울시 25개 자치구 중 최초로 전통시장을 찾는 고객들이 여유로운 쇼핑과 편안한 휴식을 할 수 있도록 서울시 주민참여예산 1억 원을 확보하여 뉴제로마켓과 하늘문화센터를 개장하였다. 전통시장에서 값싸고 신선한 각종 채소  과일  생선 등을 골라 사는 재미와 함께 시장 카페에 들러 커피와 차를 마실 수 있는 휴식 공간을 제공한다. 
뉴제로마켓은 양천지역자활센터와 상인회에서 운영하고 있으며  지역밀착형 카페 운영을 통해 전통시장 활성화와 양천구 저소득층의 자립기반 조성에도 기여하고 있다. 하늘문화센터에서는 주민들에게 취미생활을 제공하고  시장 고객과 주민  상인들의 각종 모임이나 취미 공간으로도 활용하고 있다.","02-2604-3319","","채소 / 과일 / 생선 / 생활용품","","","","점포 별로 상이함","점포 별로 상이함","","가능","","없음","","가능","있음",""
"2618267","더블유피엠","","","","서울특별시 중구 소공로 58 회현지하도상가 다-32호 ","37.5604550174","126.9820764229","세월을 수집하는 더블유피엠은 기념우표  화폐 그리고 특정 브랜드의 한정판 모델까지 옛날 물건을 만나며 시간 여행을 떠날 수 있다. 또한 수집품 판매뿐만 아니라 수집을 취미로 하는 다양한 사람들을 만날 수 있다. 물건에 담긴 추억을 수집하고 싶다면 회현 지하도 상가로 떠나보자.","010-7328-9982","약 3평형","수집용 화폐 주화 우표","","","","","","","가능 (공영 주차장)","","없음","","가능","지하도상가 공용화장실",""
