ID,명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,수용인원,이용시간,쉬는날,이용요금,할인정보,관람소요시간,주차시설,주차요금,유모차 대여 여부,애완동물 동반 가능 여부,신용카드 가능 여부,상세정보
"130306","유 아트 스페이스","06010","","","서울특별시 강남구 압구정로71길 10 (청담동) 2층","37.5274349990","127.0458771023","아트스페이스는 현대미술 (Modern & Contemporary Art) 작가들의 작품들을 선별 전시하고 판매하는 갤러리다. 갤러리에서 전시하는 작가들의 주요 자료를 제공하며 합리적이고 투명한 가격공개 및 거래 시스템의 운영을 통하여 미술시장의 건전한 발전을 도모한다.","","","","화요일~토요일 12:00~19:00","매주 일요일~월요일 / 공휴일","","","","가능","","없음","","없음",""
"130315","한전아트센터 공연장","06732","","","서울특별시 서초구 효령로72길 60 (서초동) ","37.4856423108","127.0280882379","한전아트센터 공연장은 한국전력이 운영하는 공연장으로  뮤지컬  오페라  클래식  대중음악 등 다양한 장르의 예술공연을 유치하고 있다. 엄정한 대관 심사를 거친 우수한 작품을 관객에게 제공함은 물론  공연단체의 대관료 부담을 덜어 줌으로써 문화 예술계에 참신하고 획기적인 공연장 운영 모델을 제시해 주고 있다.","","","","공연 별로 상이함","연중무휴","공연 별로 상이함","","공연 별로 상이함","가능 (약 600대)","할인권 적용 시 6시간 4,000원<br>
※ 무인정산기 이용 시 3,000원","없음","","없음","사업내용:공연사업  교육사업  대관사업
"
"130375","동대문문화원","02566","","","서울특별시 동대문구 왕산로 128 (용두동)","37.5778651046","127.0376930838","동대문문화원은 역사와 전통을 바탕으로 동대문구의 지역문화 창달을 위하여 1998년 12월에 개원하였다.
지역유지들이 뜻을 모아 민간기금으로 발족했다. 매년 가을  청룡문화제와 한가위 구민 한마음 민속 큰잔치 등 지역 전통문화 행사를 주관하고 동아리 상설공연  역사 문화탐방  문예 공모전 등 다양한 장르의 문화행사를 개최하여 지역주민의 문화 향수를 위하여 노력하고 있다. 여러 문화강좌를 통해 교육에도 앞장서고 있으며 동대문구 시민기록자 양성  문예공모전 개최 등 다양한 프로그램을 열고 있다.","","","","09:00~18:00","주말 / 공휴일","프로그램마다 상이","","","가능","무료","없음","","없음","사업내용:선농제향  청룡문화제  장령당제/부군당제  「향토문화」誌 발간  찾아가는 문화 활동「우리동네 최고야」  찾아가는 문화 활동 「TV 문화강좌」  문화학교 운영
예약안내:
"
"130376","강동문화원","05314","","","서울특별시 강동구 상암로 168 (천호동) ","37.5457706995","127.1412345681","강동문화원은 1999년 강동구 지역 문화의 개발  보급  보존  전승 및 선양을 위하여 설립되었다. 1999년 설립되어 그동안 운영이 미진하였으나 2005년 새로운 임원진 구성과 함께 강동구 일원 지표조사를 실시하는 등 활발한 활동을 하고 있다. 
강동문화원은 많은 강동구민들을 위한 둔촌 백일장  사생대회 및 작품전시회 또한 필하모닉 오케스트라와 혼성 중창단 등 다양한 문화활동을 진행하고 있으며  사회배려계층을 위한 프로그램들과 서울 암사동 유적 관련 사업 등을 통해 지역 사회의 정서함양을 위한 노력을 하고 있다. 대표적인 문화강좌로는 고전 소설  심리학 등 다양한 주제의 강의를 들을 수 있는 강동문화대학과 라인댄스가 있다.","","","","평일 09:00~21:00<br>
토요일 09:00~18:00","매주 일요일 / 법정공휴일 / 1월 1일 / 설·추석 연휴","프로그램별 상이","","","가능","","없음","","없음","체험프로그램:라인댄스 
사업내용:1) 지역 고유문화의 계발 보급 보존 전승 및 선양<br />
2) 지역 문화행사의 개최<br />
3) 지역 전통문화의 국내 외 교류<br />
4) 지역 환경보존 등 지역 사회발전을 위한 문화 활동<br />
5) 정보화 육성에 필요한 사회 교육 문화활동<br />
6) 향토사의 조사 연구 및 사료의 수집 보존<br />
7) 지역 문화에 대한 자료의 수집 보존 및 보급<br />
8) 지역 문화에 대한 사회교육활동<br />
9) 지역 장학 사업<br />
10) 기타 지역 문화 발전에 기여할 수 있는 사업
"
"130459","대림미술관","03044","","","서울특별시 종로구 자하문로4길 21 (통의동)","37.5775028790","126.9733378475","대림미술관은 대림그룹이 설립한 미술관으로 사진적 시각으로 현대미술을 분석하고 연구하는 미술관이다. 1997년 한국 최초의 사진 전문 미술관인 한림미술관을 운영하다가 2002년 5월 서울로 이전해서 현재의 대림미술관으로 재개관하였다. 미술관 건물은 유서 깊은 경복궁과 접해 있는 통의동 주택가에 있으며  예전에는 한 가족의 보금자리였던 것을 프랑스의 건축가 뱅상 코르뉴씨가 디자인과 설계를  한국의 대림산업이 시공을 맡아 2002년 5월 말 개관한 것이다.
1층은 정원과 주차장을 포함해 리셉션  수장고  회의실 등이 있고  2층과 3층은 각각 작고 넓은 방들과 긴 갤러리  그리고 천정이 높은 방 등으로 이루어진 180평의 전시실과 사무실이 있다. 4층은 120명 수용 규모의 세미나실과 아름다운 전망의 발코니가 있다. 세미나실 전면의 발코니는 인왕산과 북악산은 물론 멀리 북한산까지 보이는 탁 트인 전망을 안고 있고  한국 전통 보자기를 본뜬 스테인드글라스 파사드가 눈길을 끌며  정원을 향해 둘러있는 2층과 3층의 베란다는 관람객들을 위한 아름다운 휴식 공간이 마련되어 있다. 무엇보다도 온도와 습도  그리고 빛에 예민한 사진 작품을 위한 설계가 고려된 전문미술관이다.
2010년 이후에는 현대 사진과 일상 속 예술로 자리매김한 디자인을 포함  다양한 예술 장르를 넘나드는 감각적인 전시를 소개하고 있다. 미술관 컬렉션 역시 기획전과 같은 컨셉으로 나아가고 있으며  창의력과 집념을 가지고 연구하고 노력하는 예술인들을 발굴하고 그들의 창작 의욕을 북돋아 새로운 문화 예술에 중요한 역할을 할 수 있도록 그들을 돕고 격려하는 역할을 하고 있다.","","","","10:00~19:00<br>
※ 매표는 마감 1시간 전까지 가능","전시 준비 중인 경우","전시마다 상이","<할인가 적용>
온라인 회원<br />
10인 이상 단체관람<br />
65세 이상 경로우대<br />
장애인(복지카드 소지자 한해서 적용)","","주차 가능","","없음","","가능","체험프로그램:전시 연계 체험 프로그램
사업내용:1) 예술성과 대중성의 균형있는 추구<br />
2) 국내외 사진 예술의 국내 소개<br />
3) 지역의 예술 활동 직작 / 재즈 콘서트<br /> 
4) 경복궁 연계 프로그램<br>
외국어 안내서비스:-사전 예약시 영어 안내 가능  <br />
(단체예약 및 도슨트 스케줄 문의전화 : 02-720-0667)
예약안내:단체관람시 전화 <br />
02-720-0667
대관안내:대관 문의 02-720-0667 
한국어 안내서비스:* 정규 도슨트 투어 <br />
휴관일 제외 한 평일  토요일 11시  1시  2시  3시  4시  5시 (총 6회)<br />
일요일 1시  2시  3시  4시  5시 (총 5회)<br />
* 스페셜 단체 투어  패밀리 투어 : 사전예약
"
"130464","종이나라박물관","04606","","","서울특별시 중구 장충단로 166 (장충동1가) 2층","37.5596944272","127.0061714713","종이나라 박물관은 우수한 우리의 종이 접기와 종이문화를 보존  전시하고 교육하여 방문객들의 문화 예술 향수 기회를 확대하고 종이문화 예술의 발전을 진작시키기 위해 설립되었다. 종이의 역사는 인류 기술 및 정보 발달 역사상 가장 중요한 부분을 차지하고 있기에 인류 문명의 역사와 함께 해 왔다고 해도 과언이 아니다. 특히 우리 민족은 일찍이 발달한 제지기술을 바탕으로 일상생활에서 다양하게 종이를 이용해 왔다. 우리나라 사람들에게 종이는 ‘문방사우’라 하여 문필의 용도였고  집의 마감재로써 다양한 공예품의 재료로서 최고의 장식품이자 생활용품이었다. 종이와 깊이 관련을 맺고 있는 우리 민족의 삶이기에 종이문화 예술은 한국인의 미감이 가장 잘 반영되어 있다. 이렇듯 훌륭한 우리의 전통문화의 중심인 종이 접기와 종이문화의 가치를 주목하여 수준 높은 전시를 기획하고 아울러 국제 교류를 통하여 우리의 종이문화 예술을 해외에 적극적으로 홍보하고 있다. 또한 이를 통해 세계 모든 사람들에게 종이나라 박물관의 작품을 통해 한국적 미감의 아름다움과 한국 문화의 우수성을 알리고자 한다.","","","60명","09:30~18:00 (입장마감 17:30)","매주 일요일 / 법정공휴일","- 성인 2,000원<br>- 청소년 1,000원<br>- 어린이 1,000원<br>※ 무료 : 36개월 이하 / 장애우 / 국가유공자 등","","약 40분","불가능","","없음","","가능","체험프로그램:전시해설 / 한지뜨기 / 종이클레이 탈 만들기 / 한지 복주머니 만들기 등<br>
※ 예약 필수
소장품현황:종이(지류)-초조대장경 / 승경도 등 8 000여점
"
"130503","모차르트 콘서트홀","06668","","","서울특별시 서초구 명달로 104 (서초동) ","37.4864779022","127.0045514676","모차르트홀은 201석 규모로 피아노연주 및 소규모 챔버뮤직에 최적으로 설계되었다. 콘서트홀과 로비의 조화로운 통합이 이루어지도록 타원형으로 디자인되었다. 또한 홀 내부는 음향설계를 중심으로 나무와 돌의 이중적 톤으로 구성되었으며  공연장 전용의자를 95cm 공간으로 설치함으로써 음향적인 측면은 물론 안락함까지 고려하였다. 무대는 공연행태에 따라 구성의 변환이 가능하며  이를 고려하여 객석의자는 고정석 125석  이동석 76석으로 설치되어 있다.
특수 설계된 방진패드를 적용하여 공연장을 건물 바닥으로부터 띄우고 벽과 천장으로부터 분리시킴으로써 건물진동이 완벽하게 차단했다. 이와 더불어 냉난방환기덕트에 소음기(silencer)와 국내최초의 ANC(Active Noise Control System)를 적용함으로써 국제기준 공연장의 실내소음도(NoiseCriteria) NC20 이하보다도 월등한 NC5의 국내에서 찾아볼 수 없는 조용한 공연장 환경을 자랑한다.","","","201석","공연 별로 상이함","공연 별로 상이함","공연 별로 상이함","","","가능","무료","없음","","없음","사업내용:클래식 음악 사업
"
"130581","갤러리 마노","06020","","","서울특별시 강남구 압구정로46길 71 2층","37.5240907763","127.0365891542","2003년 가회동에 처음 개관한 갤러리 마노는 2016년 압구정로 도산공원 앞으로 이전하였다. 갤러리 마노는 국내의 현대 미술을 대표하는 중진 작가뿐 아니라 참신하고 독창적인 작업을 하는 젊은 작가들의 자료를 면밀히 검토하고 발굴하여 그들의 역량을 펼쳐 보일 수 있는 기획 전시를 하고 있다. 갤러리 마노의 전시 방향은  작가들의 자료를 면밀히 분석하여 참신하고 독창적인 작업을 열심히 하는 작가들을 초대해 전시 기회를 마련하는 것이다. 작가와 갤러리 그리고 관객의 뜻을 담아 갤러리 마노는 회화  조각  사진  판화  미디어  영상  디자인 등 모든 장르의 작품을 통해 많은 사람들의 마음을 풍요롭게 만들고자 한다.","","","","10:30~18:00","매주 일요일~월요일 / 법정공휴일","무료","","","가능","유료","없음","","없음",""
"130585","김현주 갤러리","03054","","","서울특별시 종로구 삼청로7길 19-9 (팔판동) ","37.5835523128","126.9809925343","김현주 갤러리는 현대 예술품 컬렉션을 선보이는 갤러리이다. 2005년에 개관하여 종로구 삼청동에 있는 현대적 건축 양식의 화랑 건물에 위치하고  지하 1층부터 3층까지 총 4개(40㎡)의 기본 전시실을 구비하고있다. 현대적이고 심플한 실내 인테리어와 조명은 작품을 더욱 돋보이게 만들어 주며  조용한 분위기에서 감상할 수 있다. 전시장의 현대 예술품들은 틀에 박히지 않은 다양한 작품으로 구성되었고 개인전과 단체전이 있다. 전시되는 작품과 작가 정보  전시 일정은 매년 전시회에 따라 다르므로  정보를 알고 싶다면 홈페이지를 참고하여 방문하면 된다.","","지하 1층~2층 각 전시실 약 40㎡","","11:00~18:00<br>
※ 전시기간 외 방문은 예약제","매주 월요일","","","","불가능","","없음","","없음","사업내용:기획  전시 전문
한국어 안내서비스:가능
"
"130630","백해영갤러리","04349","","","서울특별시 용산구 이태원로27길 77 (이태원동)","37.5365108065","126.9948592690","백해영갤러리는 이태원로에 위치한 미술관으로 1977년에 개관하였다. 백해영갤러리는 다양한 국내외 문화계 인사들과 교류하며 세계 속의 한국 미술문화 발전과 국제화에 기여해왔다. 다문화 발상지인 이태원에서 리움미술관  페이스 갤러리  리만머핀 갤러리와 함께 백해영갤러리는 한국 미술시장의 글로벌 경쟁력 강화와 작가 육성에 힘써왔다.
백남준을 비롯해 존배  이정진  조용익 등 저명한 국내 작가들을 글로벌 아트 페어에 소개하는 역할 뿐만 아니라 James Turrell  Kenneth Noland  Charles Sandison  Dan Walsh  John Pai와 같은 해외 거장들의 작품들을 국내에 선보이는 데 중요한 역할을 하였다. 이외에도  Art Miami를 비롯한 해외 아트 페어를 통해서 Art Agency로서 문화 전반에 관한 아트 컨설팅  COLLECTOR를 위한 교육 프로그램을 진행하고 있다.","","","","09:00~19:00","일요일","","","","가능","","없음","","없음","사업내용:기업의 컬렉션 운영  하우스 프로젝트 (House Project)  문화교육프로그램   문화전반에 관한 컨설팅 사업
예약안내:
"
"130678","서울교육박물관","03055","","","서울특별시 종로구 북촌로5길 48 (화동)","37.5797611278","126.9832368815","서울교육박물관은 우리나라 교육을 선도해 온 서울 교육의 위상을 정립하고 21세기 주역이 될 후손들에게 우리 교육의 밝은 미래를 제시하기 위해 우리나라 교육의 발전 모습을 한눈에 살펴볼 수 있도록 교육제도  교육과정  교육 내용  교육기관  교육활동 등에 관한 유물과 사진 등 각종 자료를 시대별로 전시하여 지난 1995년 6월 15일에 개관하여 운영하는 교육 전문 박물관이다. 역사의 갖은 소용돌이 속에서도 의연히 지켜온 서울교육의 맥을 살펴봄으로써 오늘을 이룩한 교육의 위대한 힘을 깨닫고 우리 조상들의 숭고한 교육 정신과 그 숨결도 함께 느낄 수 있는 의미 있는 곳이다.","","","","- 평일 09:00~18:00<br />
- 주말 09:00~17:00","매달 1, 3번째 수요일/법정공휴일","무료","","","가능","","없음","","없음","사업내용:1) 1일 박물관교실<br />
 2) 교육사진 순회전시
    <br />현대교육의 근간이 되는 교육관련 사진자료들을 통해 우리나라 교육의  시대사적 흐름을 바로 알도록 하여 올바른 교육관을 정립시키며 현대교육을 재조명 하고자 전시회를
    마련하였다.
<br />
 3) 전통 천자문 교실<br />
    방학기간을 이용하여 어린이들에게 옛 교육방법(서당)을 체험하게 하는 연 2회 전통천자문 교실을 운영하고 있다.
 <br />4) 조선시대 문방가구 만들기 체험<br />
    조선시대 문방가구 미니어쳐 만들기 체험
예약안내:단체 방문시 사전예약
"
"130770","서울특별시교육청 동작도서관","06925","","","서울특별시 동작구 장승배기로 94 (노량진동)","37.5059328296","126.9405206377","동작도서관은 1991년 5월 6일 따뜻함을 품은 붉은 벽돌 건물로 개관한 동작구 공공도서관으로 33년만의 통합형 시설개선 및 공간 재구조화를 통해 2024년 7월 재개관하였다. 도서 11여만 권  비도서 5천여 점을 보유하고 있으며 각종 연속간행물  AR/VR체험존  미디어월 등 디지털을 통한 공유  개방의 커뮤니케이션 공간을 갖추고 있다. 노량진 인접 지역 특성 기반의 특화 주제(진로·취업·창업)를 바탕으로 다양한 맞춤형 정보 서비스를 제공한 성과로 2023년 서울특별시교육청 특화자료 신규 지원관으로 선정되어 더욱 다양하고 폭넓은 자료 이용 서비스 제공을 위해 노력하고 있다. 
디지털라운지 설치 등 지역 내 미래 사회에 대비하는 지식정보 서비스 제공 허브로서 지역 주민들의 정보 문화 욕구 충족을 위한 각종 프로그램을 개설하여 이용자들의 동작도서관과 함께 생활 속에서 성장하고 찾고 싶은 소중한 문화공간으로 이용되고 있다.","","대지 1,721㎡, 건물 1,974㎡, 지상3층/지하1층","","[종합자료실]<br>
- 평일 09:00~20:00<br>
- 주말 09:00~17:00<br />
[디지털라운지]<br>
- 평일 09:00~18:00<br>
- 주말 09:00~17:00<br />
[어린이실]<br>
- 평일 09:00~18:00<br>
- 주말 09:00~17:00<br />
[자율학습실 / 노트북실]<br />
- 평일 07:00~22:00","매주 2, 4번째 금요일","무료","","","가능","무료","없음","","없음","체험프로그램:독서문화행사 / 미디어체험존(AR/VR) / 전시(나모아래) 등 
"
"130783","서울특별시교육청 동대문도서관","02586","","","서울특별시 동대문구 천호대로4길 22 (신설동)","37.5738542164","127.0241777625","서울특별시교육청 동대문도서관은 1971년 3월에 개관하여 25만여 자료를 소장하고 있는 서울특별시교육청 소속 공공도서관이다. 지역주민의 지식정보 제공과 자아실현을 위한 다양한 프로그램을 운영하여 자기 계발의 기회를 제공하고 있다. 1996년 전자정보자료실을 개설하여 1997년 7월부터 모든 장서의 대출이 가능하게 되었다. 종합자료1실과 2실  어린이실  시청각실  강의실  자율학습실 등 총 510석의 좌석을 갖추고 있다. 각 실에서 자료를 찾아서 바로 이용할 수 있고 대출과 자료예약도 가능하다. 또한 야간에 도서관을 방문하여 자료를 찾아가는 서비스인 야간예약대출도 시행하고 있다.","","","자료실 좌석 510석","[종합자료1실]<br>
- 평일 09:00~20:00<br>
- 주말 09:00~17:00<br>
<br>
[종합자료2실, 어린이실]<br>
- 평일 09:00~18:00<br>
- 주말 09:00~17:00<br>
<br>
[자율학습1실, 자율학습2실]<br>
- 하절기(3월~10월) 평일 07:00~20:00<br>
- 하절기(3월~10월) 주말 07:00~22:00<br>
- 동절기(11월~2월) 평일 08:00~20:00<br>
- 동절기(11월~2월) 주말 08:00~22:00","매월 둘째, 넷째주 수요일 / 일요일을 제외한 법정공휴일(단, 공휴일과 일요일이 겹칠 경우 휴관) / 임시 휴관일","무료","","","불가","","없음","","없음","체험프로그램:※ 일정 별로 진행하는 프로그램이 상이하므로 자세한 사항은 홈페이지 참조
"
"130886","샤롯데씨어터","05554","","","서울특별시 송파구 올림픽로 240 (잠실동) ","37.5123821225","127.0976311526","샤롯데씨어터는 국내 최초의 뮤지컬 전용 극장이다. 총 1 260석 규모로 롯데그룹이 한국의 뮤지컬 업계 발전을 도모하기 위해 2004년 착공  2006년 10월 28일 개관하였다. 세계 어느 극장과 비교해도 손색없는 샤롯데씨어터는 우아하고 고급스러운 중세 유럽 분위기의 품격 있는 내관과 외관을 자랑하고 있으며  뮤지컬 전용 극장으로서 갖춰야 할 모든 요소를 최첨단 시스템을 갖추고 있다. 오페라 공연의 경우 더 크고 생생하게 배우들의 표정과 생동감 있게 무대를 가까이서 즐길 수 있게 하기 위해서 오페라글라스도 대여해 준다.","","","총 1,260석(1층 744석 / 2층 516석)","공연 별로 상이함","매주 월요일","공연 별로 상이함","","공연 별로 상이함","가능","[관객] 4시간 4,000원 / 초과 시 10분당 1,000원<br>
[일반 방문] 최초 30분 1,000원 / 초과 시 10분당 1,000원","없음","","가능","대관안내:제출서류 : 신청서  공연 소개서  공연 관련 이미지  영상 등의 각종 첨부 자료 (대관 신청서 작성 시 첨부)<br />
제출방법 : 대관 신청서 작성 후 온라인 접수<br />
대관문의 02-3470-3581
"
"130927","동국대학교 박물관","04620","","","서울특별시 중구 필동로1길 30 (필동3가)","37.5582444874","127.0001581712","동국대학교 박물관은 동국학원의 설립목적에 따라 불교관계의 고고 및 미술자료를 수집·보관·전시하며 불교미술을 조사·발굴·연구하고 이를 학계에 알림과 동시에 학생들의 교육에 활용하고자 설립되었다. 따라서 불교종합박물관이라는 뚜렷한 특징을 견지하고 있으며 그에 합당한 활동을 지속하고 있다. 또한 불교와 관련된 조각·회화·공예·건축·금석문 등 각 분야에서 손꼽히는 중요한 작품들이 소장되어 있다. 이곳은 상설전시뿐만 아니라 국내외의 학술조사사업  특별전  기획전 등을 매년 실행하고 있다.","","","","10:00~16:00","매주 토요일~일요일","무료","","","가능<br>요금 (무료)","","없음","","불가",""
"130933","서강대학교 박물관","04107","","","서울특별시 마포구 백범로 35 (신수동) ","37.5516830237","126.9379473591","서강대학교 박물관은 한국 민족문화에 대한 이해와 학문적 연구에 도움을 주는데 그 목적을 두고 1974년 2월 2일 개관하였다. 서강대학교 박물관에 소장된 유물은 크게 민속품과 미술품으로 구분된다. 발굴된 유물이나 야외조사를 통한 유물은 거의 없는 실정이다. 이는 서강대학교 내에 고고학 전공의 교수나 연구원이 없기 때문이다. 때문에 소장품으로 먼저 내세울 수 있는 것은 서화작품들일 수밖에 없다. 그 가운데서도 고 손세기 선생이 기증한 200여 점의 서예작품과 최근 구입한 근·현대 서화작품이 서강대학교 박물관의 소장 유물을 대표하고 있다. 이 작품들은 매우 귀중한 것으로 평가되고 있다. 현재 소장품은 약 1 600여 점이며  개강 중 수시로 교체하여 전시하고 있으며  특별 전시회도 열고 있다.","","","","10:00~15:00 (휴게시간 12:00~13:00)","매주 토요일~일요일 / 법정공휴일","무료","","","가능","","없음","","없음",""
"130937","서울특별시교육청융합과학교육원 남산분원","04636","","","서울특별시 중구 소파로 46 (회현동1가)","37.5545501315","126.9811600067","서울특별시교육청융합과학교육원 남산분원은 다양한 과학 프로그램이 운영되는 곳이다.
서울특별시 중구 회현동1가에 있는 곳으로  기초 과학  생활 과학  과학 문화재 등 약 630점의 전시물들이 분야별로 설치되어 있다. 학생들이 직접 조작 및 관찰함으로써 탐구력을 신장하고 창의성을 개발하는데 도움을 주는 유용한 과학 체험학습장이다. 주말에는 초등학생과 학부모가 함께 하는 과학실험  관찰  공작활동으로 과학에 대한 흥미와 호기심을 증진하는 가족과학교실이 운영되고 방학 중에는 창의력 캠프도 운영된다. 위치는 수도권 지하철 4호선 회현역 4번 출구에서 700m에 있다.","","","","10:00~17:00 (휴게시간 12:00~13:00)","매주 월요일 / 1월 1일 / 법정 공휴일 / 설·추석 연휴","무료","","","가능","10분당 300원","없음","","없음","소장품현황:기초과학 / 생활과학 / 과학문화재 등 131종  630여 점 등
"
"1413224","양화진홀 전시관","04084","","","서울특별시 마포구 양화진길 46 ","37.5464776030","126.9116998990","양화진홀은 한국의 복음화를 위해 목숨까지 바쳤던 선교사들의 신앙과 고귀한 삶을 기리고 조명하는 공간이다. 당시 선교사들이 어떤 사람들이었으며 왜 조선을 찾았는지  하나님께서는 그들을 조선으로 이끌기 위해 어떻게 섭리하셨는지  그리고 그들은 조선에 들어와 어떤 활동을 하였는지 살펴볼 수 있는 자료들이 주제별로 전시되어 있다.

(출처: 양화진외국인선교사묘원)","","","","10:00~15:30","매주 일요일","무료","","약 30분","가능 (70대)","무료","불가","","없음",""
"1560179","창희보석예술관","06022","","","서울특별시 강남구 압구정로 210 (신사동) ","37.5277985634","127.0301507464","창희보석예술관은 조창희주얼리(구 제이젬)에서 운영하는 보석 작품 전시 예술관이다. 약 35년간 보석 및 귀금속 세공 장인인 조창희 씨의 예술적인 감각과 장인 정신으로 다양한 보석  화석  나무  금속 등을 소재로 하여 제작한 작품을 전시하였다. 기존의 원석의 종류와 특성만 알려주던 박물관에서 탈피하여 스토리가 있는 살아있는 예술작품으로 승화시켜 50여 년간의 주얼리 디자인  세공기법들을 함께 엿볼 수 있도록 전시했다. 3억 년 된 나무화석  200㎏의 종유석  350㎏의 황수정 원석 등의 희귀한 원석들로  작게는 30㎝에서 크게는 3m에 이르는 약 50점의 작품이 전시되어 있다.","","","","- 평일 10:00~18:00<br>
- 토요일 10:00~17:00","매주 일요일","","","","가능","","없음","","없음","소장품현황:원석 / 과거 주얼리 제품 / 미술품 / 고가구
"
"1628531","동덕여자대학교 박물관","02748","","","서울특별시 성북구 화랑로13길 60 (하월곡동) ","37.6058952457","127.0413558418","동덕여자대학교 박물관은 2020년 동덕여자대학교 창학 110주년을 맞이하여 기존 여성학센터를 리모델링하고 춘강기념관·여성학박물관·현대미술관으로 재개관했다. 여성 의복과 장신구  기타 생활 자료 및 도자  서화  탁본 등의 다양한 유물을 소장하고 있으며  이를 전문적으로 보존·관리하는 보존과학실과 수장고 시설을 갖추고 있다. 종합박물관으로서의 면모를 갖추고 있는 동덕여자대학교 박물관은 2020년 6월 23일 제1종 전문박물관으로 등록되었다.
동덕여자대학교 박물관은 새로운 전통문화 창조의 바탕을 마련할 목적으로 1977년 5월 27일 설립되었다. 우리나라 최초의 여성학센터로 개관하여 1998년 3월 전시실을 확장한 이후 규방을 중심으로 한 여성사 관련 유물을 집중적으로 수집·보존·연구하는 특화 박물관으로 발돋움하였다.
박물관은 전시와 더불어 소장품관리시스템을 통해 유물을 체계적으로 정리·보존하여 소중한 우리의 문화유산을 보호하고 있다. 또한 일반인  본교 학생  지역 주민을 대상으로 한 문화·예술 교육 프로그램을 진행하여 박물관의 기능 확대를 도모하고 있다.","","","","10:00~17:00 (입장마감 16:00)<br>
※ 방학중 10:00~16:00","매주 월요일 / 매주 토요일~일요일 / 법정공휴일","무료","","","가능","","없음","","없음","체험프로그램:유물 수집·보존·관리/ 기획전시 /사회교육 / 학교사 자료 수집·전시 등
"
"1799798","손기정기념관","04501","","","서울특별시 중구 손기정로 101 (만리동2가)","37.5569079250","126.9663390685","손기정 기념관은 나라를 잃은 어려운 시절  세계를 제패해 우리 민족의 긍지를 높여준 손기정 선수(1936년 베를린 올림픽 마라톤 금메달리스트)의 뜻을 기리고  손기정 탄생 100주년  2012년 10월 14일에 개관하였다. 이 건물은 국제적인 스포츠 관광자원으로 개발하고자 1918년 만리동에 건립된 손기정 선수(21회 졸업)의 모교인 양정의숙 건물을 리모델링한 곳이다. 베를린 올림픽 마라톤 우승을 이뤄내기까지의 손기정 선수 일대기 중심의 콘텐츠 연출 및 민족과 국가의 소중함을 일깨워주는 일화 중심의 전시기획과 관람객 참여 요소를 곳곳에 배치하여 전시의 이해와 몰입도를 높인다. 기존의 기념관과는 차별화된 애니메이션 영상과 참여 게임을 통해 성인은 물론 어린이 관람객에게 즐겁고 풍성한 볼거리 및 바른 역사인식의 기회를 제공한다.","","","","- 하절기 10:00~18:00<br>
- 동절기 10:00~17:00","1월 1일 / 설날·추석 / 매주 월요일 (기타 관장이 정하는 휴일)","상시전시실 무료<br>※ 기획전시는 유료이므로 홈페이지 참고","","","불가능","","없음","","없음",""
"1849416","대한민국역사박물관","03141","","","서울특별시 종로구 세종대로 198 (세종로) ","37.5741339024","126.9775736680","대한민국역사박물관은 19세기말 개항기부터 오늘날까지의 대한민국의 행보를 기록한 박물관으로  2012년 12월 26일에 개관한 최초의 국립 근현대사 박물관이다. 박물관은 고난과 역경을 딛고 발전한 대한민국의 역사를 전시  교육  조사∙연구  자료의 수집을 통해 국민과 공유하고자 설립되었다. 박물관은 대한민국의 역사를 시대별로 4개의 전시실로 나누어 설명하고 있다. 제1전시실에서는 ‘대한민국의 태동’  제2전시실에서는 ‘대한민국의 기초 확립’  제3전시실에서는 ‘대한민국의 성장과 발전’  그리고 제4전시실에서는 ‘대한민국의 선진화  세계로의 도약’을 주제로 전시가 구성되어 있다. 어린이 박물관에서는 어린이가 직접 체험하면서 근현대사를 배울 수 있다. 또한  근현대사 전반에 걸친 다양한 주제의 특별 전시를 통해 대한민국 근현대사에 대한 심층적인 내용을 살펴볼 수 있다. 박물관에서 다양한 교육 프로그램과 문화행사도 운영하고 있다.","","","","- 월요일~화요일 / 목요일~금요일 / 일요일 10:00~18:00 (입장마감 17:30)<br>
- 수요일 / 토요일 10:00~21:00 (입장마감 20:30)","1월 1일 / 설·추석 당일","무료","","","가능 (10대)","","가능","","없음","체험프로그램:어린이·가족  청소년  성인 등을 대상으로 한국 근·현대사를 쉽게 이해하고 올바른 근·현대사 역사관을 정립할 수 있도록 다양하고 심도 있는 교육 프로그램을 운영
외국인 체험가능 프로그램:[외국인 교육 프로그램]<br />
- 내용 : 대한민국근현대사 자료 체험 및 전시설명<br />
- 대상 : 외국인 및 다문화가족 단체 20명 내외<br />
※ 신청 및 문의 : 02-3703-9246
소장품현황:10만 6천여 점 (2015년 말 기준)
"
